src_ip,dst_ip,src_port,dst_port,protocol,flag,packet_count,byte_count,duration_ms,packets_per_sec,avg_packet_size,label
192.168.1.30,10.0.4.198,49915,238,ICMP,SYN,215,7268,2149,100.0465,33.8047,PortScan
192.168.2.34,10.0.1.11,8951,80,ICMP,PSH-ACK,33,9412,2909,11.3441,285.2121,Benign
192.168.9.195,10.0.3.239,17321,80,TCP,SYN,7426,2562997,4153,1788.105,345.1383,DoS
192.168.7.98,10.0.2.54,36161,22,TCP,PSH-ACK,1132,180557,23795,47.573,159.5027,BruteForce
192.168.5.199,10.0.4.27,10830,80,TCP,SYN,10904,2486143,1372,7947.5219,228.0028,DoS
192.168.9.175,10.0.3.161,35418,80,TCP,SYN-ACK,41,44076,2775,14.7748,1075.0244,Benign
192.168.3.39,10.0.4.74,25637,53,TCP,SYN,17,46416,3104,5.4768,2730.3529,Benign
192.168.6.185,10.0.3.215,52861,3,TCP,SYN,924,4516,2830,326.5018,4.8874,PortScan
192.168.10.89,10.0.1.200,46542,80,ICMP,FIN,11,15498,3816,2.8826,1408.9091,Benign
192.168.2.37,10.0.2.49,28802,443,TCP,SYN,40365,3176023,7346,5494.8271,78.6826,DoS
192.168.5.196,10.0.1.55,56489,80,TCP,SYN-ACK,14,2180,1253,11.1732,155.7143,Benign
192.168.8.239,10.0.0.109,9092,332,UDP,SYN,590,4781,2783,212.0014,8.1034,PortScan
192.168.8.72,10.0.0.43,40284,22,ICMP,SYN,10,28760,3591,2.7847,2876.0,Benign
192.168.10.6,10.0.3.59,9542,53,TCP,SYN-ACK,46,7514,2904,15.8402,163.3478,Benign
192.168.6.67,10.0.1.212,58603,8080,TCP,PSH-ACK,10,9269,409,24.4499,926.9,SQLInjection
192.168.5.9,10.0.1.16,9195,8080,TCP,RST,30,33031,4723,6.3519,1101.0333,Benign
192.168.8.95,10.0.3.229,52590,4975,UDP,RST,114,63040,48674,2.3421,552.9825,Backdoor
192.168.6.96,10.0.2.109,56303,8080,TCP,ACK,35,7474,1221,28.665,213.5429,Benign
192.168.5.119,10.0.3.1,8269,4930,TCP,RST,50,72394,18037,2.7721,1447.88,Backdoor
192.168.1.54,10.0.0.207,60757,8080,TCP,FIN,39,5289,280,139.2857,135.6154,SQLInjection
192.168.7.71,10.0.0.126,11632,80,UDP,RST,39,1360,4334,8.9986,34.8718,Benign
192.168.2.208,10.0.5.172,25026,80,TCP,SYN,43846,355701,2772,15817.4603,8.1125,DoS
192.168.6.181,10.0.0.119,6557,80,TCP,RST,31,30185,932,33.2618,973.7097,Benign
192.168.4.14,10.0.3.183,16044,22,UDP,SYN,1865,85425,13833,134.8225,45.8043,BruteForce
192.168.9.245,10.0.2.126,20700,359,TCP,SYN,216,4220,601,359.401,19.537,PortScan
192.168.1.145,10.0.3.47,23891,9984,ICMP,RST,110,63565,37912,2.9015,577.8636,Backdoor
192.168.7.153,10.0.2.128,2969,53,TCP,SYN,5,22373,1729,2.8918,4474.6,Benign
192.168.4.156,10.0.3.41,54932,443,TCP,SYN,30796,3764218,3439,8954.9288,122.2307,DoS
192.168.2.91,10.0.4.17,35405,3389,TCP,ACK,1948,134519,2621,743.2278,69.0549,BruteForce
192.168.1.15,10.0.2.104,28208,8080,UDP,SYN,26,41580,4927,5.277,1599.2308,Benign
192.168.1.194,10.0.0.204,8657,53,TCP,FIN,36,44182,3928,9.165,1227.2778,Benign
192.168.2.234,10.0.2.10,2311,21,ICMP,PSH-ACK,1399,71853,19821,70.5817,51.3603,BruteForce
192.168.9.18,10.0.5.145,50653,25,ICMP,PSH-ACK,49,18165,4803,10.202,370.7143,Benign
192.168.1.81,10.0.1.171,47405,443,TCP,SYN-ACK,7,17245,4211,1.6623,2463.5714,Benign
192.168.1.207,10.0.4.77,43398,443,TCP,SYN,44721,4539149,9074,4928.477,101.4993,DoS
192.168.4.166,10.0.0.51,31383,80,TCP,SYN,32169,3306304,5794,5552.1229,102.7792,DoS
192.168.2.106,10.0.3.245,7549,994,TCP,SYN,393,1804,2486,158.0853,4.5903,PortScan
192.168.8.147,10.0.2.64,16313,443,TCP,SYN-ACK,33,8911,427,77.2834,270.0303,SQLInjection
192.168.9.172,10.0.4.153,19970,80,ICMP,RST,44,29733,220,200.0,675.75,Benign
192.168.2.183,10.0.2.43,58920,286,UDP,SYN,126,4511,2413,52.2172,35.8016,PortScan
192.168.1.132,10.0.3.210,60273,80,TCP,SYN,10834,3545552,1899,5705.108,327.2616,DoS
192.168.3.170,10.0.5.169,2821,443,TCP,SYN,11231,4678063,2371,4736.8199,416.5313,DoS
192.168.4.95,10.0.5.180,50236,53,ICMP,RST,43,33560,4889,8.7953,780.4651,Benign
192.168.8.231,10.0.1.230,8361,80,TCP,SYN,40225,4324918,5747,6999.304,107.5182,DoS
192.168.9.8,10.0.0.249,36847,8080,UDP,SYN-ACK,39,9559,1416,27.5424,245.1026,Benign
192.168.2.116,10.0.2.134,34653,53,ICMP,ACK,33,33716,3162,10.4364,1021.697,Benign
192.168.8.239,10.0.0.139,12333,532,TCP,SYN,653,1767,2215,294.8081,2.706,PortScan
192.168.8.82,10.0.3.171,7164,22,TCP,ACK,41,6078,2553,16.0595,148.2439,Benign
192.168.10.104,10.0.0.196,43488,443,ICMP,SYN,37,33247,4936,7.4959,898.5676,Benign
192.168.5.203,10.0.1.154,44960,80,TCP,SYN,35366,3389211,8817,4011.1149,95.8325,DoS
192.168.1.69,10.0.0.151,24265,80,TCP,PSH-ACK,21,6295,4859,4.3219,299.7619,Benign
192.168.7.29,10.0.2.110,3908,25,UDP,RST,20,12101,4093,4.8864,605.05,Benign
192.168.5.173,10.0.5.142,37605,25,TCP,SYN-ACK,29,23702,976,29.7131,817.3103,Benign
192.168.8.149,10.0.5.172,43044,6843,UDP,ACK,183,10920,49632,3.6871,59.6721,Backdoor
192.168.7.180,10.0.5.73,55752,22,ICMP,FIN,39,16795,2269,17.1882,430.641,Benign
192.168.10.110,10.0.0.69,30715,80,TCP,SYN-ACK,18,16547,55,327.2727,919.2778,SQLInjection
192.168.3.144,10.0.2.27,26316,8080,TCP,ACK,42,16435,3431,12.2413,391.3095,Benign
192.168.5.139,10.0.4.33,1046,443,ICMP,RST,22,35536,3377,6.5147,1615.2727,Benign
192.168.9.179,10.0.4.59,41268,22,TCP,FIN,729,113596,17713,41.1562,155.8244,BruteForce
192.168.3.254,10.0.4.114,40472,22,ICMP,SYN,6,41344,619,9.6931,6890.6667,Benign
192.168.2.77,10.0.0.55,55398,8080,TCP,RST,41,13722,388,105.6701,334.6829,SQLInjection
192.168.10.164,10.0.1.211,58245,22,TCP,PSH-ACK,11,15746,1847,5.9556,1431.4545,Benign
192.168.8.185,10.0.3.229,1051,443,UDP,ACK,7,17179,2731,2.5632,2454.1429,Benign
192.168.9.131,10.0.0.103,22811,340,ICMP,SYN,468,5561,1737,269.4301,11.8825,PortScan
192.168.8.38,10.0.2.32,41412,21,TCP,FIN,1531,18274,8332,183.7494,11.936,BruteForce
192.168.5.71,10.0.0.202,38197,80,UDP,FIN,35,49018,4066,8.608,1400.5143,Benign
192.168.2.198,10.0.4.33,46911,53,UDP,RST,41,49849,4577,8.9578,1215.8293,Benign
192.168.1.140,10.0.4.245,60501,22,ICMP,SYN,34,36620,1291,26.3362,1077.0588,Benign
192.168.2.70,10.0.0.114,18775,80,TCP,SYN,19842,2838444,4026,4928.465,143.0523,DoS
192.168.7.161,10.0.3.243,18392,8080,TCP,FIN,94,19642,366,256.8306,208.9574,SQLInjection
192.168.4.179,10.0.4.102,46668,21,ICMP,RST,838,142834,14489,57.837,170.4463,BruteForce
192.168.10.80,10.0.5.229,57826,697,TCP,SYN,702,5279,1784,393.4978,7.5199,PortScan
192.168.1.29,10.0.0.158,9856,8080,TCP,RST,33,3919,482,68.4647,118.7576,SQLInjection
192.168.8.93,10.0.1.179,61890,80,TCP,SYN,28020,1051171,2153,13014.3985,37.515,DoS
192.168.8.21,10.0.3.175,48747,3389,TCP,ACK,1301,155552,28460,45.7133,119.5634,BruteForce
192.168.7.54,10.0.3.81,17313,80,TCP,SYN,11554,4417346,5258,2197.4135,382.3218,DoS
192.168.6.96,10.0.4.15,25861,80,UDP,SYN,6,39436,4789,1.2529,6572.6667,Benign
192.168.5.207,10.0.1.77,35781,443,ICMP,SYN-ACK,8,19722,3182,2.5141,2465.25,Benign
192.168.7.175,10.0.2.202,60204,53,ICMP,RST,32,28768,4175,7.6647,899.0,Benign
192.168.7.13,10.0.2.203,29584,22,UDP,ACK,1879,91459,12313,152.6029,48.6743,BruteForce
192.168.7.222,10.0.2.126,50586,53,UDP,SYN-ACK,6,37934,3791,1.5827,6322.3333,Benign
192.168.5.197,10.0.2.247,15489,80,TCP,SYN,32862,1197698,4973,6608.0837,36.4463,DoS
192.168.6.67,10.0.3.225,26010,443,TCP,PSH-ACK,31,22553,2469,12.5557,727.5161,Benign
192.168.1.28,10.0.3.162,22913,21,ICMP,RST,668,24076,2300,290.4348,36.0419,BruteForce
192.168.7.42,10.0.1.31,12486,80,TCP,SYN,34617,3691850,8837,3917.2796,106.6485,DoS
192.168.8.80,10.0.3.35,51080,80,TCP,SYN,30568,332774,2698,11329.874,10.8864,DoS
192.168.2.46,10.0.2.182,65478,8080,TCP,SYN,37,16962,4469,8.2793,458.4324,Benign
192.168.9.164,10.0.3.16,1425,80,ICMP,SYN,35,39088,4329,8.085,1116.8,Benign
192.168.7.124,10.0.5.127,37647,5092,TCP,ACK,64,80738,49028,1.3054,1261.5312,Backdoor
192.168.6.114,10.0.0.239,53578,277,UDP,SYN,835,7693,1577,529.4864,9.2132,PortScan
192.168.3.164,10.0.3.20,10675,80,TCP,SYN,8504,1810361,9663,880.058,212.8835,DoS
192.168.5.59,10.0.5.195,58990,467,UDP,SYN,540,6664,2911,185.5033,12.3407,PortScan
192.168.7.222,10.0.4.13,31249,3389,ICMP,SYN-ACK,545,106598,10674,51.0586,195.5927,BruteForce
192.168.9.45,10.0.2.33,9111,25,ICMP,RST,19,33494,2756,6.894,1762.8421,Benign
192.168.5.93,10.0.2.13,3084,6528,ICMP,FIN,98,90566,34079,2.8757,924.1429,Backdoor
192.168.5.167,10.0.3.87,49505,80,TCP,SYN,12300,1273932,4171,2948.9331,103.5717,DoS
192.168.3.240,10.0.5.253,30348,53,UDP,RST,36,45206,795,45.283,1255.7222,Benign
192.168.8.113,10.0.3.196,14542,602,TCP,SYN,760,3725,2504,303.5144,4.9013,PortScan
192.168.3.8,10.0.1.223,55589,22,ICMP,RST,48,11622,696,68.9655,242.125,Benign
192.168.8.91,10.0.5.4,43953,80,TCP,SYN,87,14682,176,494.3182,168.7586,SQLInjection
192.168.1.66,10.0.2.183,42661,21,TCP,SYN,1446,70173,12649,114.3173,48.529,BruteForce
192.168.9.129,10.0.1.69,41926,80,TCP,SYN,25026,199113,1585,15789.2744,7.9562,DoS
192.168.2.132,10.0.0.184,58209,22,UDP,FIN,37,19282,4312,8.5807,521.1351,Benign
192.168.2.216,10.0.3.89,12312,6527,UDP,SYN-ACK,191,52115,27147,7.0358,272.8534,Backdoor
192.168.5.110,10.0.0.212,35871,8080,TCP,RST,49,4822,3992,12.2745,98.4082,Benign
192.168.10.159,10.0.1.116,47199,80,TCP,SYN,92,12502,173,531.7919,135.8913,SQLInjection
192.168.10.32,10.0.1.138,30940,25,ICMP,RST,21,35815,3262,6.4378,1705.4762,Benign
192.168.10.146,10.0.4.109,39449,443,ICMP,RST,49,39746,599,81.803,811.1429,Benign
192.168.5.253,10.0.2.124,38954,22,ICMP,ACK,11,18472,3781,2.9093,1679.2727,Benign
192.168.3.65,10.0.3.60,3411,53,TCP,PSH-ACK,39,49501,3223,12.1005,1269.2564,Benign
192.168.5.45,10.0.2.34,60305,25,TCP,RST,19,39323,3782,5.0238,2069.6316,Benign
192.168.3.134,10.0.1.61,38249,231,TCP,SYN,761,9191,623,1221.5088,12.0775,PortScan
192.168.7.236,10.0.1.242,58798,443,ICMP,ACK,38,34230,504,75.3968,900.7895,Benign
192.168.10.143,10.0.1.43,10572,80,TCP,SYN,11,8065,167,65.8683,733.1818,SQLInjection
192.168.3.228,10.0.0.5,5154,443,TCP,RST,69,16220,244,282.7869,235.0725,SQLInjection
192.168.2.12,10.0.0.131,56157,3389,ICMP,RST,1977,156304,28281,69.9056,79.0612,BruteForce
192.168.8.184,10.0.3.32,1758,8080,ICMP,SYN,17,24923,3243,5.2421,1466.0588,Benign
192.168.2.74,10.0.0.235,48505,443,TCP,SYN,25927,2146557,2393,10834.5173,82.7923,DoS
192.168.10.131,10.0.0.202,32650,80,TCP,SYN,17778,2741252,6068,2929.7956,154.1935,DoS
192.168.7.222,10.0.4.81,55553,80,ICMP,SYN,5,13512,238,21.0084,2702.4,Benign
192.168.8.214,10.0.3.235,12976,8080,TCP,SYN-ACK,26,49140,4919,5.2856,1890.0,Benign
192.168.7.113,10.0.0.85,2304,443,TCP,SYN,33367,3371003,7915,4215.6665,101.0281,DoS
192.168.5.24,10.0.0.4,60333,443,TCP,SYN,24601,825964,2479,9923.7596,33.5744,DoS
192.168.4.253,10.0.2.1,53961,8080,UDP,RST,11,26637,4945,2.2245,2421.5455,Benign
192.168.5.198,10.0.4.121,3773,80,TCP,RST,57,8378,270,211.1111,146.9825,SQLInjection
192.168.7.141,10.0.1.76,37328,53,TCP,FIN,41,37501,3419,11.9918,914.6585,Benign
192.168.3.100,10.0.4.118,52463,480,TCP,SYN,652,8101,2785,234.1113,12.4248,PortScan
192.168.9.134,10.0.5.145,8777,994,UDP,SYN,900,2190,1991,452.0342,2.4333,PortScan
192.168.1.95,10.0.4.110,12860,80,TCP,SYN,42312,3912376,7177,5895.4995,92.4649,DoS
192.168.1.178,10.0.4.61,9314,22,TCP,SYN,1083,193905,27034,40.0607,179.0443,BruteForce
192.168.6.117,10.0.5.134,38858,443,TCP,SYN,5962,2639446,2288,2605.7692,442.7115,DoS
192.168.9.219,10.0.0.195,62864,22,ICMP,SYN-ACK,349,130844,13836,25.2241,374.9112,BruteForce
192.168.6.131,10.0.2.249,63764,22,TCP,FIN,34,19557,839,40.5244,575.2059,Benign
192.168.3.125,10.0.2.99,40484,80,TCP,SYN,39,44604,4617,8.447,1143.6923,Benign
192.168.3.72,10.0.0.156,47736,80,TCP,SYN,33556,2333644,3900,8604.1026,69.5448,DoS
192.168.3.37,10.0.4.242,32319,80,TCP,SYN,34443,547906,5330,6462.1013,15.9076,DoS
192.168.6.69,10.0.1.27,54980,602,ICMP,SYN,481,8964,685,702.1898,18.6362,PortScan
192.168.6.112,10.0.4.33,1213,259,ICMP,SYN,964,7015,2535,380.2761,7.277,PortScan
192.168.1.182,10.0.4.5,62503,80,ICMP,SYN,45,26668,1898,23.7092,592.6222,Benign
192.168.6.105,10.0.2.244,4486,80,TCP,SYN,13913,2435775,8700,1599.1954,175.0719,DoS
192.168.3.129,10.0.1.236,37723,25,ICMP,SYN-ACK,22,831,578,38.0623,37.7727,Benign
192.168.2.125,10.0.4.167,62976,80,TCP,SYN,22158,3896885,4938,4487.2418,175.8681,DoS
192.168.2.35,10.0.3.19,26549,80,ICMP,SYN-ACK,35,4819,582,60.1375,137.6857,Benign
192.168.6.242,10.0.4.165,46769,5395,TCP,SYN,167,53732,10067,16.5889,321.7485,Backdoor
192.168.10.46,10.0.3.227,53928,80,TCP,PSH-ACK,25,12685,3601,6.9425,507.4,Benign
192.168.2.192,10.0.0.191,24795,22,TCP,FIN,1881,159294,6461,291.1314,84.6858,BruteForce
192.168.4.12,10.0.0.119,5669,643,UDP,SYN,796,1240,518,1536.6795,1.5578,PortScan
192.168.8.66,10.0.5.213,43861,53,TCP,RST,24,37316,2780,8.6331,1554.8333,Benign
192.168.5.59,10.0.5.37,53285,22,ICMP,RST,31,39369,4649,6.6681,1269.9677,Benign
192.168.10.55,10.0.3.89,9642,8080,ICMP,SYN-ACK,35,8073,3486,10.0402,230.6571,Benign
192.168.2.246,10.0.4.204,48272,22,ICMP,ACK,17,20872,4510,3.7694,1227.7647,Benign
192.168.2.55,10.0.5.199,5658,8080,TCP,SYN-ACK,7,10574,2981,2.3482,1510.5714,Benign
192.168.9.170,10.0.4.104,15558,80,ICMP,ACK,34,19949,1847,18.4082,586.7353,Benign
192.168.6.113,10.0.2.135,51089,80,TCP,SYN,32569,4545456,1990,16366.3317,139.5639,DoS
192.168.7.221,10.0.2.251,36785,25,UDP,SYN,32,29847,1687,18.9686,932.7188,Benign
192.168.10.141,10.0.1.254,48062,400,UDP,SYN,660,5974,1224,539.2157,9.0515,PortScan
192.168.6.205,10.0.1.98,61391,832,ICMP,SYN,241,9850,694,347.2622,40.8714,PortScan
192.168.6.86,10.0.0.115,54521,3389,UDP,SYN-ACK,302,113146,13799,21.8856,374.6556,BruteForce
192.168.8.159,10.0.2.91,6270,5750,UDP,FIN,72,78999,21978,3.276,1097.2083,Backdoor
192.168.1.153,10.0.0.139,62425,80,UDP,SYN-ACK,7,32834,2635,2.6565,4690.5714,Benign
192.168.1.171,10.0.4.27,59317,80,TCP,SYN,11,30823,4257,2.584,2802.0909,Benign
192.168.7.25,10.0.4.253,46026,443,TCP,SYN,24328,3834484,7374,3299.1592,157.6161,DoS
192.168.1.176,10.0.5.46,12046,22,ICMP,SYN,50,41196,3138,15.9337,823.92,Benign
192.168.4.81,10.0.2.179,62660,443,TCP,PSH-ACK,5,5919,1207,4.1425,1183.8,Benign
192.168.3.113,10.0.2.201,53052,80,ICMP,SYN-ACK,5,10848,3521,1.4201,2169.6,Benign
192.168.1.21,10.0.2.29,23126,443,TCP,PSH-ACK,27,43404,4918,5.49,1607.5556,Benign
192.168.5.113,10.0.5.228,41501,22,UDP,SYN,23,3372,4133,5.565,146.6087,Benign
192.168.2.196,10.0.3.181,13558,53,TCP,FIN,40,3745,2998,13.3422,93.625,Benign
192.168.10.173,10.0.2.165,2862,80,TCP,PSH-ACK,8,1137,3316,2.4125,142.125,Benign
192.168.5.246,10.0.5.160,15194,80,TCP,SYN,18321,4956821,2941,6229.5138,270.5541,DoS
192.168.1.72,10.0.2.33,62476,22,TCP,ACK,7,33692,2428,2.883,4813.1429,Benign
192.168.2.19,10.0.4.77,42105,22,ICMP,SYN,1539,98292,22164,69.4369,63.8674,BruteForce
192.168.10.229,10.0.1.246,36770,443,UDP,SYN-ACK,28,45459,4745,5.9009,1623.5357,Benign
192.168.6.38,10.0.0.93,26446,80,TCP,SYN,31,32409,4764,6.5071,1045.4516,Benign
192.168.10.4,10.0.5.5,27093,80,TCP,SYN,9829,4686348,7338,1339.4658,476.7879,DoS
192.168.8.123,10.0.2.12,52030,22,ICMP,ACK,37,18001,1126,32.8597,486.5135,Benign
192.168.4.170,10.0.1.146,56616,768,UDP,SYN,982,4686,584,1681.5068,4.7719,PortScan
192.168.1.101,10.0.3.118,25729,8080,TCP,SYN-ACK,5,14784,1416,3.5311,2956.8,Benign
192.168.6.213,10.0.0.19,33348,443,TCP,SYN,21718,1190585,7408,2931.6955,54.8202,DoS
192.168.3.74,10.0.0.118,36232,53,UDP,ACK,8,41639,1630,4.908,5204.875,Benign
192.168.10.180,10.0.1.57,52750,8080,TCP,SYN-ACK,11,5070,224,49.1071,460.9091,Benign
192.168.1.147,10.0.0.165,59680,80,UDP,PSH-ACK,27,16509,146,184.9315,611.4444,Benign
192.168.9.143,10.0.3.131,17622,80,TCP,SYN,24,4896,246,97.561,204.0,SQLInjection
192.168.7.114,10.0.1.204,9942,443,TCP,SYN,49455,2906087,8479,5832.6454,58.7622,DoS
192.168.6.194,10.0.4.143,52794,7092,ICMP,FIN,164,29388,15749,10.4134,179.1951,Backdoor
192.168.3.152,10.0.5.152,51556,443,UDP,SYN-ACK,30,3542,1991,15.0678,118.0667,Benign
192.168.4.108,10.0.5.206,58846,25,TCP,SYN,14,30487,3131,4.4714,2177.6429,Benign
192.168.6.134,10.0.1.20,17790,80,UDP,FIN,49,39548,1132,43.2862,807.102,Benign
192.168.1.233,10.0.3.30,6976,443,UDP,ACK,50,49778,4611,10.8436,995.56,Benign
192.168.1.47,10.0.1.111,46926,8080,TCP,SYN,87,7600,84,1035.7143,87.3563,SQLInjection
192.168.6.233,10.0.4.202,9182,1002,ICMP,SYN,840,1070,1999,420.2101,1.2738,PortScan
192.168.10.25,10.0.3.28,51670,22,TCP,RST,18,35596,3142,5.7288,1977.5556,Benign
192.168.6.141,10.0.4.21,48886,443,TCP,SYN,35831,1504918,2543,14090.0511,42.0004,DoS
192.168.7.143,10.0.4.12,47477,22,TCP,SYN-ACK,1180,150241,27086,43.5649,127.3229,BruteForce
192.168.10.220,10.0.1.18,36904,443,UDP,RST,37,38634,4028,9.1857,1044.1622,Benign
192.168.3.206,10.0.4.71,22762,8080,TCP,SYN,22,18839,120,183.3333,856.3182,SQLInjection
192.168.3.185,10.0.3.42,1103,438,TCP,SYN,729,5825,2698,270.2001,7.9904,PortScan
192.168.3.161,10.0.1.35,44440,517,TCP,SYN,190,5545,1641,115.7831,29.1842,PortScan
192.168.8.253,10.0.2.168,14879,25,ICMP,ACK,38,49506,998,38.0762,1302.7895,Benign
192.168.2.108,10.0.2.148,40505,25,ICMP,ACK,5,44614,1136,4.4014,8922.8,Benign
192.168.1.33,10.0.0.163,14646,80,TCP,SYN,19353,1200589,3139,6165.3393,62.0363,DoS
192.168.8.128,10.0.2.218,61996,80,TCP,PSH-ACK,20,24940,1688,11.8483,1247.0,Benign
192.168.1.231,10.0.1.129,7154,80,TCP,SYN,31683,2226224,7485,4232.8657,70.2656,DoS
192.168.4.1,10.0.5.252,55083,25,TCP,SYN-ACK,43,15626,3704,11.6091,363.3953,Benign
192.168.8.118,10.0.2.102,60209,80,TCP,SYN,13652,695907,1375,9928.7273,50.9747,DoS
192.168.3.254,10.0.4.23,28268,152,ICMP,SYN,580,5891,2048,283.2031,10.1569,PortScan
192.168.10.11,10.0.1.150,50115,80,ICMP,ACK,6,17779,2131,2.8156,2963.1667,Benign
192.168.9.211,10.0.2.18,41662,5772,UDP,FIN,58,79381,15318,3.7864,1368.6379,Backdoor
192.168.4.241,10.0.0.108,32930,115,TCP,SYN,475,7649,2782,170.7405,16.1032,PortScan
192.168.6.249,10.0.3.216,64575,80,UDP,FIN,29,15826,3327,8.7166,545.7241,Benign
192.168.3.22,10.0.4.132,53726,7406,UDP,SYN-ACK,35,44740,48090,0.7278,1278.2857,Backdoor
192.168.5.200,10.0.2.77,44017,22,TCP,FIN,30,13367,2608,11.5031,445.5667,Benign
192.168.10.198,10.0.1.184,15751,21,ICMP,FIN,217,89246,23208,9.3502,411.2719,BruteForce
192.168.10.97,10.0.1.117,13460,22,TCP,ACK,13,28932,1062,12.2411,2225.5385,Benign
192.168.2.76,10.0.1.66,15208,80,TCP,PSH-ACK,53,12504,186,284.9462,235.9245,SQLInjection
192.168.3.26,10.0.5.132,56739,81,ICMP,SYN,646,9077,2933,220.2523,14.0511,PortScan
192.168.10.26,10.0.5.160,61992,25,UDP,ACK,20,47971,2648,7.5529,2398.55,Benign
192.168.2.169,10.0.4.147,45765,80,TCP,SYN,18173,4795151,6551,2774.0803,263.8613,DoS
192.168.4.228,10.0.1.185,64311,80,TCP,SYN,28962,583210,6974,4152.8535,20.1371,DoS
192.168.9.61,10.0.1.63,18111,25,TCP,SYN,20,5582,744,26.8817,279.1,Benign
192.168.6.218,10.0.5.136,33759,8080,UDP,SYN,22,24734,3924,5.6065,1124.2727,Benign
192.168.7.235,10.0.5.145,45269,8080,UDP,FIN,34,26804,4907,6.9289,788.3529,Benign
192.168.5.185,10.0.5.86,63085,443,TCP,SYN-ACK,32,24795,4722,6.7768,774.8438,Benign
192.168.8.254,10.0.2.101,26364,53,ICMP,RST,29,4666,3629,7.9912,160.8966,Benign
192.168.4.232,10.0.2.33,6206,443,TCP,SYN,29244,285606,9773,2992.3258,9.7663,DoS
192.168.1.147,10.0.2.237,55993,80,TCP,SYN,27393,1654952,7538,3633.9878,60.4151,DoS
192.168.10.37,10.0.2.202,62624,22,UDP,RST,30,20297,3759,7.9808,676.5667,Benign
192.168.3.29,10.0.1.4,30724,80,TCP,SYN,29113,1095421,5353,5438.6325,37.6265,DoS
192.168.3.99,10.0.0.239,54346,25,UDP,SYN,21,43141,4560,4.6053,2054.3333,Benign
192.168.10.51,10.0.1.203,59826,5397,TCP,FIN,97,46515,30247,3.2069,479.5361,Backdoor
192.168.4.184,10.0.0.116,38154,938,UDP,SYN,331,2708,574,576.6551,8.1813,PortScan
192.168.1.137,10.0.5.176,48922,53,TCP,FIN,27,11445,1263,21.3777,423.8889,Benign
192.168.2.21,10.0.2.187,37002,53,UDP,SYN,22,21362,1381,15.9305,971.0,Benign
192.168.4.93,10.0.5.72,49463,3389,TCP,FIN,1833,130757,10511,174.3887,71.335,BruteForce
192.168.5.217,10.0.5.167,59370,80,TCP,SYN,12368,4270984,4178,2960.2681,345.3254,DoS
192.168.3.223,10.0.5.240,54492,842,ICMP,SYN,915,6594,1104,828.8043,7.2066,PortScan
192.168.4.232,10.0.3.119,30709,22,TCP,RST,30,45193,2753,10.8972,1506.4333,Benign
192.168.7.49,10.0.1.120,1247,22,TCP,SYN-ACK,1522,22226,27008,56.3537,14.6032,BruteForce
192.168.6.209,10.0.1.209,29815,80,ICMP,SYN,28,21830,4352,6.4338,779.6429,Benign
192.168.1.10,10.0.0.236,10984,365,UDP,SYN,846,3097,769,1100.13,3.6608,PortScan
192.168.5.48,10.0.2.119,44446,7929,TCP,SYN,26,84195,29734,0.8744,3238.2692,Backdoor
192.168.4.248,10.0.4.178,52912,443,TCP,SYN,39674,828505,9099,4360.2594,20.8828,DoS
192.168.3.233,10.0.0.51,8994,3389,TCP,FIN,908,102029,25238,35.9775,112.3667,BruteForce
192.168.3.133,10.0.3.46,60431,382,ICMP,SYN,689,8940,1508,456.8966,12.9753,PortScan
192.168.6.33,10.0.5.96,64355,437,ICMP,SYN,340,3430,1192,285.2349,10.0882,PortScan
192.168.3.164,10.0.5.198,54414,25,UDP,ACK,44,12958,4377,10.0525,294.5,Benign
192.168.10.156,10.0.1.1,19854,25,UDP,FIN,49,15052,3000,16.3333,307.1837,Benign
192.168.4.34,10.0.1.109,28996,7311,TCP,RST,28,66543,36024,0.7773,2376.5357,Backdoor
192.168.2.233,10.0.0.142,64995,3389,UDP,SYN,583,111997,21894,26.6283,192.1046,BruteForce
192.168.8.202,10.0.0.196,34163,21,TCP,ACK,279,35865,2463,113.2765,128.5484,BruteForce
192.168.8.32,10.0.1.102,7562,80,TCP,SYN,41587,4799471,3996,10407.1572,115.408,DoS
192.168.2.247,10.0.3.171,53043,537,ICMP,SYN,646,5231,2148,300.7449,8.0975,PortScan
192.168.8.52,10.0.2.114,50421,80,TCP,SYN,18750,1917735,3502,5354.0834,102.2792,DoS
192.168.3.244,10.0.1.236,47690,25,ICMP,SYN,11,49939,2492,4.4141,4539.9091,Benign
192.168.5.40,10.0.2.144,44956,80,TCP,SYN,48581,1644614,3926,12374.1722,33.853,DoS
192.168.6.104,10.0.0.97,13019,80,TCP,SYN,29352,513633,7383,3975.6197,17.4991,DoS
192.168.4.214,10.0.5.203,48344,22,UDP,ACK,1951,179804,5759,338.7741,92.1599,BruteForce
192.168.9.15,10.0.2.102,45829,80,UDP,SYN-ACK,20,913,4077,4.9056,45.65,Benign
192.168.6.59,10.0.4.244,21005,664,TCP,SYN,252,1222,793,317.7806,4.8492,PortScan
192.168.4.199,10.0.3.45,27323,53,ICMP,SYN,23,44013,3371,6.8229,1913.6087,Benign
192.168.4.147,10.0.5.122,44071,80,TCP,FIN,50,11071,454,110.1322,221.42,SQLInjection
192.168.8.12,10.0.2.82,17501,443,ICMP,SYN,45,43733,651,69.1244,971.8444,Benign
